Datum;Tijd;Parameter;Locatie;Waarde;Verwachting;Astronomisch getijden;Eenheid;Windrichting;Windrichting eenheid;Bemonsteringshoogte;Referentievlak;
29-5-2023;02:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;;-36;-13;cm;;graden;;;
29-5-2023;02:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;;-42;-17;cm;;graden;;;
29-5-2023;02:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;;-47;-20;cm;;graden;;;
29-5-2023;03:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;;-52;-24;cm;;graden;;;
29-5-2023;03:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;;-57;-27;cm;;graden;;;
29-5-2023;03:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;;-62;-30;cm;;graden;;;
29-5-2023;03:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;;-65;-33;cm;;graden;;;
29-5-2023;03:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;;-68;-36;cm;;graden;;;
29-5-2023;03:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;;-71;-39;cm;;graden;;;
29-5-2023;04:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;;-73;-41;cm;;graden;;;
29-5-2023;04:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;;-75;-44;cm;;graden;;;
29-5-2023;04:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;;-75;-46;cm;;graden;;;
29-5-2023;04:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;;-76;-49;cm;;graden;;;
29-5-2023;04:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;;-76;-51;cm;;graden;;;
29-5-2023;04:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;;-77;-53;cm;;graden;;;
29-5-2023;05:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;;-77;-56;cm;;graden;;;
29-5-2023;05:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;;-77;-58;cm;;graden;;;
29-5-2023;05:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;;-77;-61;cm;;graden;;;
29-5-2023;05:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;;-78;-64;cm;;graden;;;
29-5-2023;05:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;;-80;-67;cm;;graden;;;
29-5-2023;05:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;;-82;-70;cm;;graden;;;
29-5-2023;06:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;;-83;-72;cm;;graden;;;
29-5-2023;06:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;;-85;-74;cm;;graden;;;
29-5-2023;06:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;;-87;-76;cm;;graden;;;
29-5-2023;06:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;;-88;-77;cm;;graden;;;
29-5-2023;06:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;;-89;-78;cm;;graden;;;
29-5-2023;06:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;;-90;-78;cm;;graden;;;
29-5-2023;07:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;;-90;-77;cm;;graden;;;
29-5-2023;07:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;;-90;-76;cm;;graden;;;
29-5-2023;07:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;;-89;-74;cm;;graden;;;
29-5-2023;07:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;;-89;-72;cm;;graden;;;
29-5-2023;07:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;;-88;-69;cm;;graden;;;
29-5-2023;07:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;;-86;-66;cm;;graden;;;
29-5-2023;08:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;;-84;-61;cm;;graden;;;
29-5-2023;08:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;;-82;-56;cm;;graden;;;
29-5-2023;08:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;;-79;-50;cm;;graden;;;
29-5-2023;08:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;;-75;-44;cm;;graden;;;
29-5-2023;08:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;;-72;-37;cm;;graden;;;
29-5-2023;08:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;;-68;-29;cm;;graden;;;
29-5-2023;09:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;;-63;-22;cm;;graden;;;
29-5-2023;09:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;;-58;-15;cm;;graden;;;
29-5-2023;09:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;;-52;-8;cm;;graden;;;
29-5-2023;09:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;;-45;-1;cm;;graden;;;
29-5-2023;09:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;;-38;6;cm;;graden;;;
29-5-2023;09:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;;-30;12;cm;;graden;;;
29-5-2023;10:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;;-21;18;cm;;graden;;;
29-5-2023;10:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;;-11;23;cm;;graden;;;
29-5-2023;10:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;;-1;29;cm;;graden;;;
29-5-2023;10:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;;10;34;cm;;graden;;;
29-5-2023;10:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;;21;39;cm;;graden;;;
29-5-2023;10:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;;31;45;cm;;graden;;;
29-5-2023;11:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;;40;50;cm;;graden;;;
29-5-2023;11:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;;47;54;cm;;graden;;;
29-5-2023;11:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;;54;58;cm;;graden;;;
29-5-2023;11:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;;58;62;cm;;graden;;;
29-5-2023;11:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;;61;65;cm;;graden;;;
29-5-2023;11:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;;63;67;cm;;graden;;;
29-5-2023;12:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;;64;68;cm;;graden;;;
29-5-2023;12:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;;64;69;cm;;graden;;;
29-5-2023;12:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;;63;70;cm;;graden;;;
29-5-2023;12:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;;61;70;cm;;graden;;;
29-5-2023;12:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;;61;69;cm;;graden;;;
29-5-2023;12:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;;58;68;cm;;graden;;;
29-5-2023;13:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;;56;67;cm;;graden;;;
29-5-2023;13:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;;55;65;cm;;graden;;;
29-5-2023;13:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;;52;64;cm;;graden;;;
29-5-2023;13:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;;50;61;cm;;graden;;;
29-5-2023;13:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;;47;59;cm;;graden;;;
29-5-2023;13:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;;44;56;cm;;graden;;;
29-5-2023;14:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;;41;53;cm;;graden;;;
29-5-2023;14:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;;36;50;cm;;graden;;;
29-5-2023;14:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;;32;47;cm;;graden;;;
29-5-2023;14:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;;26;43;cm;;graden;;;
29-5-2023;14:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;;19;40;cm;;graden;;;
29-5-2023;14:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;;13;36;cm;;graden;;;
29-5-2023;15:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;;8;32;cm;;graden;;;
29-5-2023;15:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;;1;29;cm;;graden;;;
29-5-2023;15:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;;-6;25;cm;;graden;;;
29-5-2023;15:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;;-13;21;cm;;graden;;;
29-5-2023;15:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;;-18;17;cm;;graden;;;
29-5-2023;15:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;;-25;13;cm;;graden;;;
29-5-2023;16:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;;-31;9;cm;;graden;;;
29-5-2023;16:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;;-35;4;cm;;graden;;;
29-5-2023;16:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;;-40;0;cm;;graden;;;
29-5-2023;16:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;;-44;-5;cm;;graden;;;
29-5-2023;16:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;;-48;-9;cm;;graden;;;
29-5-2023;16:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;;-50;-13;cm;;graden;;;
29-5-2023;17:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;;-52;-17;cm;;graden;;;
29-5-2023;17:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;;-54;-21;cm;;graden;;;
29-5-2023;17:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;;-55;-25;cm;;graden;;;
29-5-2023;17:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;;-56;-29;cm;;graden;;;
29-5-2023;17:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;;-58;-33;cm;;graden;;;
29-5-2023;17:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;;-59;-37;cm;;graden;;;
29-5-2023;18:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;;-60;-41;cm;;graden;;;
29-5-2023;18:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;;-61;-44;cm;;graden;;;
29-5-2023;18:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;;-62;-48;cm;;graden;;;
29-5-2023;18:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;;-63;-51;cm;;graden;;;
29-5-2023;18:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;;-64;-53;cm;;graden;;;
29-5-2023;18:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;;-65;-55;cm;;graden;;;
29-5-2023;19:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;;-66;-57;cm;;graden;;;
29-5-2023;19:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;;-67;-58;cm;;graden;;;
29-5-2023;19:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;;-67;-59;cm;;graden;;;
29-5-2023;19:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;;-68;-60;cm;;graden;;;
29-5-2023;19:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;;-69;-60;cm;;graden;;;
29-5-2023;19:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;;-69;-60;cm;;graden;;;
29-5-2023;20:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;;-70;-60;cm;;graden;;;
29-5-2023;20:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;;-70;-59;cm;;graden;;;
29-5-2023;20:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;;-70;-58;cm;;graden;;;
29-5-2023;20:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;;-70;-56;cm;;graden;;;
29-5-2023;20:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;;-70;-54;cm;;graden;;;
29-5-2023;20:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;;-70;-51;cm;;graden;;;
29-5-2023;21:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;;-70;-48;cm;;graden;;;
29-5-2023;21:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;IJmuiden Buitenhaven;;-70;-44;cm;;graden;;;
