Datum;Tijd;Parameter;Locatie;Waarde;Verwachting;Eenheid;Bemonsteringshoogte;Referentievlak;
29-5-2023;14:00:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;IJgeul;;107;cm;;;
29-5-2023;14:10:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;IJgeul;;107;cm;;;
29-5-2023;14:20:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;IJgeul;;109;cm;;;
29-5-2023;14:30:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;IJgeul;;110;cm;;;
29-5-2023;14:40:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;IJgeul;;110;cm;;;
29-5-2023;14:50:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;IJgeul;;111;cm;;;
29-5-2023;15:00:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;IJgeul;;113;cm;;;
29-5-2023;15:10:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;IJgeul;;113;cm;;;
29-5-2023;15:20:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;IJgeul;;114;cm;;;
29-5-2023;15:30:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;IJgeul;;115;cm;;;
29-5-2023;15:40:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;IJgeul;;117;cm;;;
29-5-2023;15:50:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;IJgeul;;117;cm;;;
29-5-2023;16:00:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;IJgeul;;118;cm;;;
29-5-2023;16:10:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;IJgeul;;119;cm;;;
29-5-2023;16:20:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;IJgeul;;120;cm;;;
29-5-2023;16:30:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;IJgeul;;121;cm;;;
29-5-2023;16:40:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;IJgeul;;122;cm;;;
29-5-2023;16:50:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;IJgeul;;122;cm;;;
29-5-2023;17:00:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;IJgeul;;124;cm;;;
29-5-2023;17:10:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;IJgeul;;124;cm;;;
29-5-2023;17:20:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;IJgeul;;125;cm;;;
29-5-2023;17:30:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;IJgeul;;125;cm;;;
29-5-2023;17:40:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;IJgeul;;127;cm;;;
29-5-2023;17:50:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;IJgeul;;127;cm;;;
29-5-2023;18:00:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;IJgeul;;128;cm;;;
29-5-2023;18:10:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;IJgeul;;128;cm;;;
29-5-2023;18:20:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;IJgeul;;130;cm;;;
29-5-2023;18:30:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;IJgeul;;130;cm;;;
29-5-2023;18:40:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;IJgeul;;131;cm;;;
29-5-2023;18:50:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;IJgeul;;131;cm;;;
29-5-2023;19:00:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;IJgeul;;133;cm;;;
29-5-2023;19:10:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;IJgeul;;133;cm;;;
29-5-2023;19:20:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;IJgeul;;134;cm;;;
29-5-2023;19:30:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;IJgeul;;134;cm;;;
29-5-2023;19:40:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;IJgeul;;136;cm;;;
29-5-2023;19:50:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;IJgeul;;136;cm;;;
29-5-2023;20:00:00;Significante golfhoogte in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm;IJgeul;;137;cm;;;
